Site Tag,Site Age,Site Latitude (N),Site Longitude (E),Site Declination,Site Inclination,a95,Weight,Euler Pole Latitude (N),Euler Pole Longitude (E),Euler Pole Rotation Angle
sr39,5,43.5749,248.266,188.1,-47.2,5.2,1,0,0,0
sr28,5,42.6529,246.988,197.4,-51.2,3.2,1,0,0,0
sr03,5,42.6035,245.599,151.8,-57.5,3,1,0,0,0
sr34,5,43.8859,247.199,205.8,-49.4,2.4,1,0,0,0
PT32,5,-50.52,-71.7,180.4,63.1,2.1,1,0,0,0
PT07,5,-51.89,-70.72,186.4,60.4,2.3,1,0,0,0
PT10,5,-51.85,-70.52,175.5,76.5,2.5,1,0,0,0
PAT32,5,-46.9,288.9,218.4,64.3,3.6,1,0,0,0
PT16,5,-51.71,-70.15,150.6,75.9,3.9,1,0,0,0
PT14,5,-51.72,-70.15,200.5,68,3.9,1,0,0,0
PT08,5,-51.87,-70.59,185.5,60.6,4,1,0,0,0
PAT34,5,-46.9,288.81,153.2,77.8,4.2,1,0,0,0
PAT43,5,-46.9,288.91,165.3,67.8,4.5,1,0,0,0
PT05,5,-51.68,-70.19,196.8,66.1,4.7,1,0,0,0
PAT56,5,-47,288.24,186.5,43.5,4.7,1,0,0,0
PAT44,5,-46.95,288.93,169.6,56.9,4.9,1,0,0,0
PAT53,5,-47.12,288.28,174.7,49.1,5,1,0,0,0
PAT45,5,-47,289.1,187.5,61.6,5.1,1,0,0,0
PAT46,5,-47.05,288.95,177.5,59.9,5.2,1,0,0,0
PAT31,5,-47.06,289.18,167,70.9,5.2,1,0,0,0
PAT47,5,-47.05,288.95,184.8,73.1,5.3,1,0,0,0
PT09,5,-51.84,-70.51,183.4,71,7.1,1,0,0,0
RUDUM16,5,-21.2788,55.1931,200.6,27.5,3.4,1,0,0,0
MU65/69,5,-20.8076,56.9545,182.3,34.7,8.7,1,0,0,0
MR04,5,-18.0273,210.99,172.3,37.9,0.9,1,0,0,0
MR21,5,-17.9372,211.061,162.8,13.5,1.8,1,0,0,0
BKX,5,-17.9221,210.819,175.4,41.5,2,1,0,0,0
MR11,5,-18.0273,210.99,172.8,32.5,2.1,1,0,0,0
T9,5,-17.9077,211.042,178,26.3,2.4,1,0,0,0
MR05,5,-18.0273,210.99,173.7,32.5,2.4,1,0,0,0
MR03,5,-18.0273,210.99,171.6,36.1,2.4,1,0,0,0
BR05,5,-17.4765,210.044,-159.1,26.7,2.4,1,0,0,0
BKY,5,-17.9221,210.819,185.2,25,2.4,1,0,0,0
RaB,5,-21.7444,201.105,170.7,39.1,2.4,1,0,0,0
R1L,5,-17.9221,210.819,175.2,36.5,2.5,1,0,0,0
R1O,5,-17.9221,210.819,177.1,39.7,2.5,1,0,0,0
MR01,5,-18.0273,210.99,170.4,31,2.5,1,0,0,0
BKF,5,-17.9533,210.878,177.2,10.6,2.5,1,0,0,0
R1C,5,-17.9221,210.819,185.8,37.8,2.6,1,0,0,0
BKS,5,-17.9221,210.819,156.5,47.6,2.7,1,0,0,0
R1M,5,-17.9221,210.819,176.2,36.7,2.8,1,0,0,0
M13,5,-17.9593,210.959,192.3,37.3,2.8,1,0,0,0
R1P,5,-17.9221,210.819,181.1,44.9,2.8,1,0,0,0
RuB,5,-24.6412,212.488,193.1,50.3,2.8,1,0,0,0
BR15,5,-17.4065,210.015,-159.2,42.2,2.8,1,0,0,0
BKG,5,-17.9533,210.878,169.8,40.2,2.8,1,0,0,0
R1A,5,-17.9221,210.819,168.4,40.9,2.9,1,0,0,0
R1K,5,-17.9221,210.819,179.8,36.6,2.9,1,0,0,0
M8,5,-17.9593,210.959,192,22.5,3,1,0,0,0
BR06,5,-17.4765,210.044,-170.6,28.9,3,1,0,0,0
MR16,5,-18.0273,210.99,174.1,32.8,3,1,0,0,0
R1B,5,-17.9221,210.819,172.2,34.8,3.1,1,0,0,0
BR14,5,-17.4065,210.015,-160.2,37.6,3.1,1,0,0,0
PKA,5,-17.9533,210.878,184.3,17.9,3.1,1,0,0,0
MR07,5,-18.0273,210.99,179.5,24.3,3.2,1,0,0,0
B8,5,-17.4293,210.028,182.4,26.3,3.3,1,0,0,0
MR12,5,-18.0273,210.99,174.9,29.3,3.3,1,0,0,0
TA09,5,-17.517,210.184,-177.8,20.5,3.3,1,0,0,0
MR25,5,-17.9372,211.061,171.8,57.9,3.3,1,0,0,0
R1N,5,-17.9221,210.819,178.2,33.3,3.3,1,0,0,0
TG,5,-16.6521,211.254,203.8,4.6,3.3,1,0,0,0
BKB,5,-17.9533,210.878,181.7,10.6,3.3,1,0,0,0
MR31,5,-17.9372,211.061,177.7,51.9,3.4,1,0,0,0
MR26,5,-17.9372,211.061,167.9,55.7,3.4,1,0,0,0
BKA,5,-17.9533,210.878,186,16.6,3.5,1,0,0,0
R1I,5,-17.9221,210.819,176.9,14.2,3.5,1,0,0,0
MR10,5,-18.0273,210.99,170.7,26.1,3.6,1,0,0,0
BKE,5,-17.9533,210.878,180.3,13,3.6,1,0,0,0
PF,5,-17.9505,210.872,157.8,55.8,3.6,1,0,0,0
R1H,5,-17.9221,210.819,179,11,3.7,1,0,0,0
R1F,5,-17.9221,210.819,193.2,26.7,3.7,1,0,0,0
MR02,5,-18.0273,210.99,172.6,29.5,3.8,1,0,0,0
MR29,5,-17.9372,211.061,176.7,-0.2,3.8,1,0,0,0
BKD,5,-17.9533,210.878,180,15.2,3.8,1,0,0,0
B7,5,-17.4293,210.028,164.3,32.7,3.9,1,0,0,0
MR28,5,-17.9372,211.061,-175.8,31.6,3.9,1,0,0,0
MR13,5,-18.0273,210.99,172.5,25.5,3.9,1,0,0,0
TL,5,-17.9221,210.819,170.9,46.3,4,1,0,0,0
BKV,5,-18.0044,210.975,174.5,30.6,4,1,0,0,0
R1Q,5,-17.9221,210.819,182.6,50.6,4.1,1,0,0,0
MR27,5,-17.9372,211.061,-163,45.5,4.2,1,0,0,0
BR07,5,-17.4765,210.044,-176.9,24.6,4.2,1,0,0,0
BR04,5,-17.4765,210.044,-160.4,29.6,4.2,1,0,0,0
BKU,5,-17.9221,210.819,171.9,32.8,4.3,1,0,0,0
MR22,5,-17.9372,211.061,168,56.4,4.4,1,0,0,0
R1R,5,-17.9221,210.819,185.3,44.8,4.4,1,0,0,0
MR24,5,-17.9372,211.061,168.5,55.1,4.5,1,0,0,0
TA12,5,-17.442,210.14,206.3,43.9,4.5,1,0,0,0
BKZA,5,-17.9221,210.819,178.7,28.2,4.5,1,0,0,0
PKG,5,-17.9221,210.819,183.8,27.5,4.6,1,0,0,0
PKE,5,-17.9221,210.819,179.3,27.5,4.6,1,0,0,0
MR09,5,-18.0273,210.99,163.6,34.1,4.6,1,0,0,0
BKM,5,-17.9221,210.819,191.7,42.2,4.6,1,0,0,0
PU01,5,-17.8867,210.918,160.8,33.1,4.6,1,0,0,0
PB,5,-17.9505,210.872,182.6,63.9,4.6,1,0,0,0
MR14,5,-18.0273,210.99,174.1,25.4,4.7,1,0,0,0
MR08,5,-18.0273,210.99,172.9,30.2,4.8,1,0,0,0
MR06,5,-18.0273,210.99,173.5,30.5,4.8,1,0,0,0
E54,5,-16.6521,211.254,170.7,10.7,5,1,0,0,0
M19,5,-17.9593,210.959,183.5,34.5,5.1,1,0,0,0
PU06,5,-17.9065,211.108,-174.2,32.1,5.1,1,0,0,0
MR33,5,-17.9372,211.061,162.6,60.7,5.2,1,0,0,0
PO,5,-17.9505,210.872,174.4,47.8,5.4,1,0,0,0
TH,5,-16.6521,211.254,203.9,4.5,5.4,1,0,0,0
PE,5,-17.9505,210.872,158.6,57.1,5.5,1,0,0,0
R1G,5,-17.9221,210.819,191.6,21.6,5.6,1,0,0,0
MR15,5,-18.0273,210.99,-171.7,23.2,5.7,1,0,0,0
MR19,5,-17.9372,211.061,-166.1,40.8,5.7,1,0,0,0
H83,5,-16.6521,211.254,167.5,-6.7,5.7,1,0,0,0
RaC,5,-21.7444,201.105,165.2,43.9,6,1,0,0,0
MR23,5,-17.9372,211.061,-178.2,61.4,6,1,0,0,0
TA13,5,-17.442,210.14,158.6,37.3,6.3,1,0,0,0
RuA,5,-25.6405,214.271,190.5,47.8,6.5,1,0,0,0
MR20,5,-17.9372,211.061,-177,54,6.6,1,0,0,0
BKC,5,-17.9533,210.878,175.9,15.1,6.6,1,0,0,0
R1S,5,-17.9221,210.819,176.7,53.4,6.7,1,0,0,0
M42,5,-16.6521,211.254,158.7,6.6,6.8,1,0,0,0
B24,5,-17.4293,210.028,179.3,37.7,6.9,1,0,0,0
TA10,5,-17.517,210.184,-173.6,21.4,6.9,1,0,0,0
TJ,5,-17.9221,210.819,175.3,44.6,7,1,0,0,0
TA08,5,-17.517,210.184,179.1,17.8,7.5,1,0,0,0
MR17,5,-18.0273,210.99,179.9,30.2,7.8,1,0,0,0
T22,5,-17.9077,211.042,186.5,35.9,7.8,1,0,0,0
RaF,5,-21.7444,201.105,179.5,46,7.8,1,0,0,0
H84,5,-16.6521,211.254,181.1,-1,8.3,1,0,0,0
M16,5,-17.9593,210.959,175.5,52.5,8.4,1,0,0,0
PA,5,-17.9505,210.872,187.4,36.8,8.8,1,0,0,0
E53,5,-16.6521,211.254,165.2,10.6,8.9,1,0,0,0
BKZ,5,-17.9221,210.819,196.2,32.6,9,1,0,0,0
B6,5,-17.4293,210.028,194,42.6,9.4,1,0,0,0
PKB,5,-17.9221,210.819,155.5,48.4,9.4,1,0,0,0
RuC,5,-25.1694,213.43,195.5,54.5,9.8,1,0,0,0
M41,5,-16.6521,211.254,165.4,10.6,9.9,1,0,0,0
B4,5,-17.4293,210.028,166,39.6,10.3,1,0,0,0
RuF,5,-22.6427,208.922,207.6,39.6,10.5,1,0,0,0
R1E,5,-17.9221,210.819,191.3,24.7,11.4,1,0,0,0
RaA,5,-21.6571,200.954,157.3,48,11.7,1,0,0,0
TA11,5,-17.517,210.184,173.4,22.6,12.4,1,0,0,0
BR01,5,-17.4365,210.029,-157.2,43.2,12.5,1,0,0,0
RuE,5,-22.814,209.227,187.3,-3.9,14.8,1,0,0,0
sv18,5,35.24,-112.187,194.6,-56.6,1.4,1,0,0,0
sv59,5,35.2542,-112.0066,177.1,-51.1,3.1,1,0,0,0
sv58,5,35.2603,-112.2436,181.4,-61.6,3.1,1,0,0,0
sv55,5,35.3195,-112.1798,181.2,-46.3,4.3,1,0,0,0
sv05,5,35.184,-112.192,164.1,-51.3,4.5,1,0,0,0
sv08,5,35.17,-112.23,165.7,-46.1,4.9,1,0,0,0
sv52,5,35.2211,-112.2719,181.6,-55.6,5.1,1,0,0,0
sv64,5,35.2569,-111.9315,169.1,-52.9,5.2,1,0,0,0
sv26,5,35.5887,-111.6417,159,-68.2,5.2,1,0,0,0
sv01,5,35.3432,-111.7476,179,-54.3,6.6,1,0,0,0
sv11,5,35.263,-111.826,185.9,-42.5,11.4,1,0,0,0
sv10,5,35.2631,-111.827,189,-47.3,14,1,0,0,0
sv54,5,35.3002,-112.2707,175.3,-46.8,14.1,1,0,0,0
sv57,5,35.26,-112.2436,197.7,-47,14.1,1,0,0,0
S30,5,36.0353,-106.571,174,-45.9,1.6,1,0,0,0
2405,5,35.5441,-111.761,170,-52,2,1,0,0,0
S31,5,35.8525,-106.631,173.6,-33.8,2,1,0,0,0
S41,5,36.0001,-106.47,195.1,-56.8,2.1,1,0,0,0
1218A,5,35.5415,-111.874,163,-41,3,1,0,0,0
2405A,5,35.5258,-111.769,173,-56,3,1,0,0,0
821,5,36.8574,-105.288,169,-48,3,1,0,0,0
820a,5,36.8342,-105.321,165,-50,3,1,0,0,0
6609,5,35.7592,-111.637,196,-43,4,1,0,0,0
3435,5,35.4281,-111.819,160,-58,4,1,0,0,0
0603A,5,35.3353,-111.6,192,-19,4,1,0,0,0
1230,5,35.3611,-112.037,167,-49,5,1,0,0,0
4510,5,35.652,-111.652,175,-48,5,1,0,0,0
3531,5,35.4508,-111.766,195,-34,5,1,0,0,0
S40,5,36.0115,-106.431,194.8,-55.1,5.3,1,0,0,0
1232A,5,35.6228,-111.732,196,-56,6,1,0,0,0
S34,5,36.0036,-106.348,178.9,-48.5,6.3,1,0,0,0
5634,5,36.0173,-111.204,170,-56,7,1,0,0,0
1222,5,35.7745,-111.577,168,-48,7,1,0,0,0
3433,5,35.4247,-111.873,165,-59,7,1,0,0,0
2233A,5,35.6096,-111.805,207,-57,8,1,0,0,0
3335,5,35.4176,-111.95,189,-54,8,1,0,0,0
2410,5,35.5539,-111.7,217,-58,8,1,0,0,0
826,5,36.8111,-105.353,188,-43,8,1,0,0,0
1710,5,35.7433,-111.096,188,-45,9,1,0,0,0
3531A,5,35.4417,-111.775,197,-50,10,1,0,0,0
614,5,35.2228,-111.121,198,-27,11,1,0,0,0
4213,5,35.6486,-111.948,168,-52,11,1,0,0,0
3429,5,35.5131,-111.813,159,-60,11,1,0,0,0
2135,5,35.8033,-111.68,176,-50,12,1,0,0,0
3434,5,35.5793,-111.704,176,-43,13,1,0,0,0
3604,5,35.5943,-111.569,176,-69,14,1,0,0,0
6835,5,35.8176,-111.292,164,-47,15,1,0,0,0
